Epoch: 111, Loss: 0.2650, Train: 100.00%, Valid: 67.03%, Test In: 67.69% Test OOD1: 61.17% Test OOD2: 51.47% Test OOD3: 58.66% 
Epoch: 112, Loss: 0.2565, Train: 100.00%, Valid: 66.96%, Test In: 67.52% Test OOD1: 60.99% Test OOD2: 51.45% Test OOD3: 58.48% 
Epoch: 113, Loss: 0.2584, Train: 100.00%, Valid: 67.17%, Test In: 67.64% Test OOD1: 60.66% Test OOD2: 51.47% Test OOD3: 58.39% 
Epoch: 114, Loss: 0.2499, Train: 100.00%, Valid: 67.00%, Test In: 67.52% Test OOD1: 60.59% Test OOD2: 51.35% Test OOD3: 58.36% 
Epoch: 115, Loss: 0.2361, Train: 100.00%, Valid: 66.86%, Test In: 67.45% Test OOD1: 60.61% Test OOD2: 51.23% Test OOD3: 58.34% 
Epoch: 116, Loss: 0.2501, Train: 100.00%, Valid: 67.08%, Test In: 67.62% Test OOD1: 60.62% Test OOD2: 51.23% Test OOD3: 58.34% 
Epoch: 117, Loss: 0.2531, Train: 100.00%, Valid: 67.24%, Test In: 67.82% Test OOD1: 60.77% Test OOD2: 51.23% Test OOD3: 58.45% 
Epoch: 118, Loss: 0.2460, Train: 100.00%, Valid: 67.06%, Test In: 67.71% Test OOD1: 61.20% Test OOD2: 51.17% Test OOD3: 58.64% 
Epoch: 119, Loss: 0.2447, Train: 100.00%, Valid: 66.97%, Test In: 67.70% Test OOD1: 61.26% Test OOD2: 51.17% Test OOD3: 58.63% 
Epoch: 120, Loss: 0.2305, Train: 100.00%, Valid: 67.12%, Test In: 67.78% Test OOD1: 61.04% Test OOD2: 51.22% Test OOD3: 58.52% 
Epoch: 121, Loss: 0.2499, Train: 100.00%, Valid: 67.04%, Test In: 67.73% Test OOD1: 60.94% Test OOD2: 51.23% Test OOD3: 58.39% 
Epoch: 122, Loss: 0.2390, Train: 100.00%, Valid: 66.77%, Test In: 67.58% Test OOD1: 60.85% Test OOD2: 51.18% Test OOD3: 58.22% 
Epoch: 123, Loss: 0.2316, Train: 100.00%, Valid: 66.85%, Test In: 67.63% Test OOD1: 60.73% Test OOD2: 51.16% Test OOD3: 58.15% 
